IDs,title,fol_or_p
Oeg_1512_T_n43,Vnser pfarrer ist auff der ban (Unser Pfarrer ist auf der Bahn),46v-47r
Oeg_1512_T_n44,Virgo dei genetrix (Virgo dei genetrix),47v-48r
Oeg_1512_T_n45,In tua seclausit viscere factus homo (In tua seclausit viscere factus homo),48r-48v
Oeg_1512_T_n46,Virgo mater ecclesie eterne porta (Virgo mater ecclesie eterne porta),48v-49r
Oeg_1512_T_n47,Spem in alium nunquam habui propter (Spem in alium nunquam habui propter),49v-50r
Oeg_1512_T_n48,Paranimphus salutat virginem (Paranimphus salutat virginem),50v-51r
Oeg_1512_T_n49,Fama malum (Fama malum quo nun aluid velicius),51v-52r
Oeg_1512_T_n50,Nisi tu domine servabis nos in vanum (Nisi tu domine servabis nos in vanum),52v
Oeg_1512_T_n51,Aus sonderer kústlicher art (Aus sonderer künstlicher Art),53r
Oeg_1512_T_n52,[image: coat of arms] ([image: coat of arms]),53r
Oeg_1513_D_n00,Discantus (Diskant),[Ir]
Oeg_1513_D_n01,[register] ([register]),[Iv-IIr]
Oeg_1513_D_n02,Mit got so wól wirs heben an (Mit Gott so wollen wir es heben an),[IIIv-]
Oeg_1513_D_n03,Auß hertzen grund (Aus Herzens Grund),14-2r
Oeg_1513_D_n04,Ich lach der schwenck (Ich lache der Schwänke),2r
Oeg_1513_D_n05,Dein murren macht (Dein Murren macht),2v
Oeg_1513_D_n06,Ach hertzigs hertz (Ach herziges Herz),3r
Oeg_1513_D_n07,Das kalb gat (Das Kalb geht),3v
Oeg_1513_D_n08,In rechter lieb (In rechter Liebe und Treue),4r
Oeg_1513_D_n09,Betracht vnd acht (Betrachte und achte),4v
Oeg_1513_D_n10,Mein hertzigs A (Mein herziges A),5r
Oeg_1513_D_n11,Ain junckfraw bild (Einer Jungfrau Bild),5v-6r
Oeg_1513_D_n12,Nie noch nymmer (Nie noch nimmer),6r
Oeg_1513_D_n13,Ich klag vnd rew (Ich klage und reue),6v
Oeg_1513_D_n14,Nechtlicher zeit (Nächtlicher Zeit),7r
Oeg_1513_D_n15,Der welte lauff (Der Welt Lauf),7v
Oeg_1513_D_n16,Da kúnig salomon (Da König Salomon),8r
Oeg_1513_D_n17,An dich kan ich (Ohne dich kann ich),8v
Oeg_1513_D_n18,Wie du nun wilt (Wie du nun willst),9r
Oeg_1513_D_n19,Als dings ain weil (Alles Dings eine Weile),9v
Oeg_1513_D_n20,Was ich durch glúck (Was ich durch Glück),10r
Oeg_1513_D_n21,Die lieb zwingt mich (Die Liebe zwingt mich),10v
Oeg_1513_D_n22,Jetz scheyden pringt mir schwer (Jetzt Scheiden),11r
Oeg_1513_D_n23,Fir alle frewd (Für alle Freude),11v
Oeg_1513_D_n24,Warnach der mensch (Warnach der Mensch),12r
Oeg_1513_D_n25,Appollo aller kunst (Apollo aller Kunst),12v-13r
Oeg_1513_D_n26,Ach vnfal schwer (Ach Unfall schwer),13v
Oeg_1513_D_n27,Hertz liebstes bild (Herzliebstes Bild),14r
Oeg_1513_D_n28,Wann sich der vnfal (Wann sich der Unfall),14v
Oeg_1513_D_n29,F du mein schatz (F du mein Schatz),15r
Oeg_1513_D_n30,Nach lust hab ichs (Nach Lust),15v
Oeg_1513_D_n31,Frid gib mir herr (Frieden gib mir Herr),16r
Oeg_1513_D_n32,Nach allem wunsch (Nach allem Wunsch),16v
Oeg_1513_D_n33,Hertz mút vnd syn (Herz Mut und Sinn),17r
Oeg_1513_D_n34,Ich will vnd múß (Ich will und muss),17v-18r
Oeg_1513_D_n35,Liebs maidlein gút (Liebes Maidlein gut was hast im Mut),18r
Oeg_1513_D_n36,A hóchste frucht (A höchste Frucht),18v
Oeg_1513_D_n37,Auff diser erd (Auf dieser Erde mein Herz),19r
Oeg_1513_D_n38,Nit lach der sach (Nicht lache der Sache),19v
Oeg_1513_D_n39,Glúck hoffnung gib (Glück Hoffnung gib),20r
Oeg_1513_D_n40,Ursprung der lieb (Ursprung der Liebe),20v
Oeg_1513_D_n41,So nit mag sein (So nicht mag sein),21r
Oeg_1513_D_n42,Ainigs ain schón (Einiges Eines schönes),21v-22r
Oeg_1513_D_n43,Wa ich mit leib (Wo ich mit Leib),22r
Oeg_1513_D_n44,Du lindest mir (Du linderst mir),22v
Oeg_1513_D_n45,Zú trost erwelt (Zu Trost erwählt),23r
Oeg_1513_D_n46,Fil hinderlist (Viel Hinterlist),23v
Oeg_1513_D_n47,Gantz mit gewalt (Ganz mit Gewalt),24r
Oeg_1513_D_n48,Ach hilff mich laid (Ach hilf mich Leid),24v-25r
Oeg_1513_D_n49,Als mich mein sach (Als mich meine Sache),25v
Oeg_1513_D_n50,Schickt sich die zeit (Schickt sich die Zeit),26r
Oeg_1513_D_n51,Ach jupiter (Ach Jupiter),26v-27r
Oeg_1513_D_n52,Hertz liebste fraw (Herzliebste Frau),27v
Oeg_1513_D_n53,Hertzlichen ich (Herzlichen ich),28r
Oeg_1513_D_n54,Ain frólich wesen (Ein fröhliches Wesen),28v-29r
Oeg_1513_D_n55,Mecht es gesein (Möchte es sein),29r
Oeg_1513_D_n56,Fieg hóchster hart (Füge höchster Hort),29v
Oeg_1513_D_n57,Mein ainigs A (Mein einiges A),30r
Oeg_1513_D_n58,Fro ist mein hertz (Froh ist mein Herz),30v
Oeg_1513_D_n59,Entzindt mein gmút (Entzünde mein Gemüt),31r
Oeg_1513_D_n60,O vnfals zeit (O Unfalls Zeit),31v
Oeg_1513_D_n61,Da ich mein (Da ich mein),32r
Oeg_1513_D_n62,Ach was wil doch (Ach was will doch),32v-33r
Oeg_1513_D_n63,All mein gedenck (All mein Gedenken),33v-34r
Oeg_1513_D_n64,Es wundert recht (Es wundert recht),34r
Oeg_1513_D_n65,Dein lieb durchdringt (Deine Liebe durchdringt),34v-35r
Oeg_1513_D_n66,Gantz rechte lieb (Ganz rechte Liebe),35v
Oeg_1513_D_n67,Aim yeden gfelt (Einem jeden gefällt sein),36r
Oeg_1513_D_n68,O Jhesu christ dein leiden (O Jesus Christ dein Leiden),36v-37r
Oeg_1513_D_n69,Gottes namen faren wi (Gottes Namen fahren wir),37v-38r
Ott_1534_T_n000,Tenor. Der erst teil. Hundert vnd ainundzweintzig newe Lieder von berúmbtenn dieser kunst gesetzt (Tenor. Der erste Teil Hunderteinundzwanzig neue Lieder von Berühmten ihrer Kunst gesetzt),1r
Ott_1534_T_n001,Wir Ferdinand von gottes gnaden Romischer Kúnig (Wir Ferdinand von Gottes Gnaden),2r-3v
Ott_1534_T_n002,Dem erwirdigen herrenn Arnoldo von Bruck (Der ehrwürdigen Herren Arnold von Bruck),4r-[6r]
Ott_1534_T_n003,Register der volgenden liedlein (Register der folgenden Liedlein),
Ott_1534_T_n004,Arnoldus de Bruck (Arnoldus de Bruck [Überschrift]),
Ott_1534_T_n005,Vertrawen hertzlichen gar (Vertrauen herzlichen gar),0v-1r
Ott_1534_T_n006,Vertrawen hertzlichen gar (Vertrauen herzlichen gar),1v-2r
Ott_1534_T_n007,Ade mit leyd ich von dir scheid (Ade mit Leid),2v
Ott_1534_T_n008,Es get gen disen Summer ho ho (Es geht gegen diesem Sommer),3r
Ott_1534_T_n009,Die zeit bringt vil das man nit hofft (Die Zeit bringt viel das man),3v-4r
Ott_1534_T_n042,Ach Elßlein liebes elßelein (Elslein),37
Ott_1534_T_n061,Wol kumpt der May (Wohl kommt der Mai),56
PL-Kj_Mus.ms._40154_n001,[image: Lautenkragen] ([Lautenkragen]),1r
PL-Kj_Mus.ms._40154_n002,Ain erster (Ein erster),1r
PL-Kj_Mus.ms._40154_n003,preambulum (Präambulum),1v_1
PL-Kj_Mus.ms._40154_n004,[untitled: fragment] ([untitled: fragment]),1v_2
PL-Kj_Mus.ms._40154_n005,[untitled: fragment] ([untitled: fragment]),2r
PL-Kj_Mus.ms._40154_n006,[untitled: fragment] ([untitled: fragment]),2v
PL-Kj_Mus.ms._40154_n007,[untitled: fragment] ([untitled: fragment]),3r
PL-Kj_Mus.ms._40154_n008,preambulum Ludwig Blanckenheim (Präambulum),3v_1-2
PL-Kj_Mus.ms._40154_n009,Valerius [?] preludij [?] ludwigs blanckenheim (Präludium),3v_3
PL-Kj_Mus.ms._40154_n010,[untitled: fragment] ([untitled: fragment]),3v_4
PL-Kj_Mus.ms._40154_n011,[Gassenhauer for two lutes] (Gassenhauer),4r
PL-Kj_Mus.ms._40154_n012,Bessemoi (Baisez moy),4v_1
PL-Kj_Mus.ms._40154_n013,vel Dulcis amica dei (Dulcis amica Dei),4v_1-4
PL-Kj_Mus.ms._40154_n014,Im abzucg vor stuck (Vorstück),5r_1-2
PL-Kj_Mus.ms._40154_n015,[Diffugere nives] (Diffugere nives),5r_3
PL-Kj_Mus.ms._40154_n016,[Sic te diva potens Cypri] (Sic te diva potens Cypri),5r_4
PL-Kj_Mus.ms._40154_n017,[untitled: fragment] ([untitled: fragment]),5v
PL-Kj_Mus.ms._40154_n018,[untitled: fragment] ([untitled: fragment]),6r
PL-Kj_Mus.ms._40154_n019,[title cut off] ([title cut off]**),6v
PL-Kj_Mus.ms._40154_n020,hupff auff (Hupfauf),7r_1-2
PL-Kj_Mus.ms._40154_n021,[untitled: fragment] ([untitled: fragment]),7r_1a
PL-Kj_Mus.ms._40154_n022,[untitled: fragment] ([untitled: fragment]),7r_2-3
PL-Kj_Mus.ms._40154_n023,Tantz maß der schwartz pueb oder pfaff (Tanzmass Schwarzknab),7v_1
PL-Kj_Mus.ms._40154_n024,[untitled: fragment] ([untitled: fragment]),7v_1-3
PL-Kj_Mus.ms._40154_n025,[untitled: fragment] ([untitled: fragment]),8r
PL-Kj_Mus.ms._40154_n026,[untitled: fragment] ([untitled: fragment]),8v
PL-Kj_Mus.ms._40154_n027,[Ainige Zier] (Einige Zier),9r
PL-Kj_Mus.ms._40154_n028,[untitled: fragment] ([untitled: fragment]),9v_1
PL-Kj_Mus.ms._40154_n029,Ainige Zier [fragment] (Einige Zier),9v_2-4
PL-Kj_Mus.ms._40154_n030,[Múteta Adolf Sequitur] (Motette Adolf),10r
PL-Kj_Mus.ms._40154_n031,[untitled: fragment] ([untitled: fragment]),10v_1-2
PL-Kj_Mus.ms._40154_n032,Múteta Adolf Sequitur (Motette Adolf),10v_3-4
PL-Kj_Mus.ms._40154_n033,Bayses moi Félix lutinist (Baisez moy),11r_1-2
PL-Kj_Mus.ms._40154_n034,[untitled: fragment] ([untitled: fragment]),11r_3-4
PL-Kj_Mus.ms._40154_n035,[untitled: fragment] ([untitled: fragment]),11v
PL-Kj_Mus.ms._40154_n036,[untitled: fragment] ([untitled: fragment]),12r
PL-Kj_Mus.ms._40154_n037,[untitled: fragment] ([untitled: fragment]),12v
PL-Kj_Mus.ms._40154_n038,Gassenhauer (Gassenhauer),13r_1-3
PL-Kj_Mus.ms._40154_n039,[untitled: fragment] ([untitled: fragment]),13r_4
PL-Kj_Mus.ms._40154_n040,[title unvisible] ([title unvisible]),13v
PL-Kj_Mus.ms._40154_n041,[untitled: fragment] ([untitled: fragment]),14r
PL-Kj_Mus.ms._40154_n042,[untitled: fragment] ([untitled: fragment]),14v
PL-Kj_Mus.ms._40154_n043,[untitled: fragment] ([untitled: fragment]),15r
PL-Kj_Mus.ms._40154_n044,po[?] [title cut off: fragment] (po[?] [title cut off]),15v_1
PL-Kj_Mus.ms._40154_n045,[untitled: fragment] ([untitled: fragment]),15v_2-3
PL-Kj_Mus.ms._40154_n046,Gassenhover vff die vorgschen Tantz Mas (Gassenhauer),16r
PL-Kj_Mus.ms._40154_n047,[untitled: fragment] ([untitled: fragment]),16v
PL-Kj_Mus.ms._40154_n048,[untitled: fragment] ([untitled: fragment]),17r
PL-Kj_Mus.ms._40154_n049,Nie noch nimmer (Nie noch nimmer),17v_1
PL-Kj_Mus.ms._40154_n050,[untitled: fragment] ([untitled: fragment]),17v_2-4
PL-Kj_Mus.ms._40154_n051,benedictus [fragment] (Benedictus),18r
PL-Kj_Mus.ms._40154_n052,[untitled: fragment] ([untitled: fragment]),18v_1-2
PL-Kj_Mus.ms._40154_n053,[untitled] ([untitled]),18v_3
PL-Kj_Mus.ms._40154_n054,[untitled: fragment] ([untitled: fragment]),19r
PL-Kj_Mus.ms._40154_n055,[untitled: fragment] ([untitled: fragment]),19v
PL-Kj_Mus.ms._40154_n056,[untitled: fragment] ([untitled: fragment]),20r
PL-Kj_Mus.ms._40154_n057,[untitled: fragment] ([untitled: fragment]),20v
PL-Kj_Mus.ms._40154_n058,[untitled: fragment] ([untitled: fragment]),21r
PL-Kj_Mus.ms._40154_n059,von edler art [fragment] (Von edler Art),21v_1-3
PL-Kj_Mus.ms._40154_n060,[untitled: fragment] ([untitled: fragment]),21v_3-4
PL-Kj_Mus.ms._40154_n061,[untitled: fragment] ([untitled: fragment]),22r
PL-Kj_Mus.ms._40154_n062,[untitled: fragment] ([untitled: fragment]),22v
PL-Kj_Mus.ms._40154_n063,[untitled: fragment] ([untitled: fragment]),23r
PL-Kj_Mus.ms._40154_n064,[untitled: fragment] ([untitled: fragment]),23v
PL-Kj_Mus.ms._40154_n065,si dormiero [fragment] (Si dormiero),24r_1-2
PL-Kj_Mus.ms._40154_n066,[untitled: fragment] ([untitled: fragment]),24r_3-4
PL-Kj_Mus.ms._40154_n067,[untitled: fragment] ([untitled: fragment]),24v
PL-Kj_Mus.ms._40154_n068,[untitled: fragment] ([untitled: fragment]),25r
PL-Kj_Mus.ms._40154_n069,damoúr je Súis (D'amour je suis déshéritée),25v_1
PL-Kj_Mus.ms._40154_n070,franzósisch stúcklen (Französisches Stücklein),25v_1-3
PL-Kj_Mus.ms._40154_n071,[untitled: fragment] ([untitled: fragment]),25v_3-4
PL-Kj_Mus.ms._40154_n072,Nachleúffl aúf Zúcht er vnnd Lob (Nachlauf),26r_1
PL-Kj_Mus.ms._40154_n073,Auf diser erdt mein hertz (Auf dieser Erde mein Herz),26r_2-4
PL-Kj_Mus.ms._40154_n074,[untitled: fragment] ([untitled: fragment]),26v
PL-Kj_Mus.ms._40154_n075,[untitled: fragment] ([untitled: fragment]),27r
PL-Kj_Mus.ms._40154_n076,[untitled: fragment] ([untitled: fragment]),27v
PL-Kj_Mus.ms._40154_n077,[untitled: fragment] ([untitled: fragment]),28r
PL-Kj_Mus.ms._40154_n078,[untitled: fragment] ([untitled: fragment]),28v_1-2
PL-Kj_Mus.ms._40154_n079,[untitled: fragment] ([untitled: fragment]),28v_3-4
PL-Kj_Mus.ms._40154_n080,[untitled: fragment] ([untitled: fragment]),29r
PL-Kj_Mus.ms._40154_n081,[untitled: fragment] ([untitled: fragment]),29v
PL-Kj_Mus.ms._40154_n082,Welsch Tentzleinn (Welscher Tanz),30r_1-4
PL-Kj_Mus.ms._40154_n083,[untitled: fragment] ([untitled: fragment]),30r_4
PL-Kj_Mus.ms._40154_n084,[untitled: fragment] ([untitled: fragment]),30r_5
PL-Kj_Mus.ms._40154_n085,[untitled: fragment] ([untitled: fragment]),30v_1-2
PL-Kj_Mus.ms._40154_n086,[title cut off] ([title cut off]**),30v_3-5
PL-Kj_Mus.ms._40154_n087,Auff vnd nieder[?] als C A finis eyner hyspanischer collata (Auf und nieder),31r_1
PL-Kj_Mus.ms._40154_n088,Doch hab [ich] all meyn [tag] gehort (Nun habe ich alle meine Tage gehört),31r_2-4
PL-Kj_Mus.ms._40154_n089,[Doch hab [ich] all meyn [tag] gehort] (Nun habe ich alle meine Tage gehört),31v_1
PL-Kj_Mus.ms._40154_n090,Ich het mir ein meydlein fúr genúmen (Ich hatte mir ein Maidlein für genommen),31v_2-4
PL-Kj_Mus.ms._40154_n091,[title cut off] ([title cut off]**),31v_4
PL-Kj_Mus.ms._40154_n092,Dein múrren macht das ich nit acht dins (Dein Murren macht),32r
PL-Kj_Mus.ms._40154_n093,[untitled: fragment] ([untitled: fragment]),32v
PL-Kj_Mus.ms._40154_n094,Nie noch nimer [fragment] (Nie noch nimmer),33r
PL-Kj_Mus.ms._40154_n095,meyn einigs A (Mein einiges A),33v_1
PL-Kj_Mus.ms._40154_n096,Vnderlendisch tantz* (Niederländischer Tanz),33v_2-5
PL-Kj_Mus.ms._40154_n097,Mein einigs A (Mein einiges A),34r
PL-Kj_Mus.ms._40154_n098,[table: mensural values and their equivalents in the tablatures] ([table of the mensural values]),34v_1-2
PL-Kj_Mus.ms._40154_n099,[table: stringing of the lute] ([table: stringing of the lute]),34v_1-3
PL-Kj_Mus.ms._40154_n100,[table: solmisation and lute ambitus] ([table of the solmisation and tablature symbols]),34v_3
PL-Kj_Mus.ms._40154_n101,[table: models of cadences] ([table: models of cadences]),34v_4-5
PL-Kj_Mus.ms._40154_n102,[untitled: fragment] ([untitled: fragment]),35r_1
PL-Kj_Mus.ms._40154_n103,[untitled: fragment] ([untitled: fragment]),35r_2
PL-Kj_Mus.ms._40154_n104,Von edler art (Von edler Art),35v_2-3
PL-Kj_Mus.ms._40154_n105,Nach lauff (Nachlauf),35v_4
PL-Kj_Mus.ms._40154_n106,[untitled: fragment] ([untitled: fragment]),36r_1
PL-Kj_Mus.ms._40154_n107,Der hór gluck mit 3 Stim (Der hör Glück),36r_2-4
PL-Kj_Mus.ms._40154_n108,[Der hór gluck mit 3 Stim] (Der hör Glück),36v
PL-Kj_Mus.ms._40154_n109,freid vertzer ich menich ein tag [fragment] (Ohne Freude verzehre ich manchen Tag),37r_1-2
PL-Kj_Mus.ms._40154_n110,Noch [Nach?] dir bin ich (Nach Dir bin ich),37r_3-4
PL-Kj_Mus.ms._40154_n111,[untitled: fragment] ([untitled: fragment]),37v
PL-Kj_Mus.ms._40154_n112,[title cut off] ([title cut off]**),38r_1
PL-Kj_Mus.ms._40154_n113,[title cut off] ([title cut off]**),38r_2
PL-Kj_Mus.ms._40154_n114,[title cut off] ([title cut off]**),38r_3-4
PL-Kj_Mus.ms._40154_n115,[title cut off] ([title cut off]**),38v_1
PL-Kj_Mus.ms._40154_n116,[P]reambulúm (Präambulum),38v_2
PL-Kj_Mus.ms._40154_n117,[A]liúd pre[l]udium (Präludium),38v_3
PL-WRk_352_n000,Sum Joannis huldericij ab Harditsch et Amicor (Sum Joannis huldericij ab Harditsch et Amicor[um]),1r
PL-WRk_352_n001,"Preter rerúm, seriem 6 vocum (Praeter rerum seriem)",3r-5v
PL-WRk_352_n002,Túa est potentia 5 vocúm (Tua est potentia),6r-7v
PL-WRk_352_n003,Spiritús domini (Spiritus domini),8r-11r
PL-WRk_352_n004,La Bataglia de maregnano prima pars (La battaglia),11r-13v
PL-WRk_352_n005,La Bataglia secunda pars (La battaglia),13v-18r
PL-WRk_352_n006,Paúana Chiamata La desperata (Pavana chiamata la Desperata),18r-19r
PL-WRk_352_n007,[Paúana Chiamata La desperata] Alio modo (Pavana chiamata la Desperata),19r-20r
PL-WRk_352_n008,Saltarello [Tripl] (Saltarello),20r-21r
PL-WRk_352_n009,Ach lieb mitt laidt (Ach Liebe mit Leid),21v-22r
PL-WRk_352_n010,Nach willen dein (Nach Willen dein),22r-22v
PL-WRk_352_n011,Tantzmaß Teútsch (Tanzmass Deutsch),22v-23r
PL-WRk_352_n012,Húpffaúff [Tripl] (Hupfauf),23v
PL-WRk_352_n013,Nonque Súper terram (Namque super terram),24r-26v
PL-WRk_352_n014,Haú sieht Jan Canzon francese bel (Ian petit lan),26v-27v
PL-WRk_352_n015,Il est giour [Canzone] Fran[cese] (Il est jour),28r-29r
PL-WRk_352_n016,Perche el Viso d'Amore. Canzon Talearis. (Per ch’el viso d’amor),29r-30r
PL-WRk_352_n017,In te domine speraui (In te domine speravi),30r-31r
PL-WRk_352_n018,Was wiert es doch des Wúnders noch (Was wird es noch des Wunders),31r-32r
PL-WRk_352_n019,La Piua del Ant.[onio] Rotas (Piva),32r-33r
PL-WRk_352_n020,Pauana del R[ota] (Pavana),33r-33v
PL-WRk_352_n021,Passo e mezzo (Passamezzo),34r-35r
PL-WRk_352_n022,Padúana (Padoana),35r
PL-WRk_352_n023,Padoana bellissima (Padoana),35v
PL-WRk_352_n024,Es ist vmb súnst (Es ist umsonst),36r
PL-WRk_352_n025,Recerchare dj francesco milanese (Ricercare),36v-37r
PL-WRk_352_n026,Saltarello (Saltarello),37r
PL-WRk_352_n027,Padoana (Padoana),37r
PL-WRk_352_n028,Hastú mich genomen (Hast Du mich genommen),37v
PL-WRk_352_n029,Wo sol ich mich hin khern (Wo soll ich mich hin kehren),37v-38r
PL-WRk_352_n030,[untitled: fragment] ([untitled: fragment]),38r
PL-WRk_352_n031,Elegiacum (Elegiacum),38r
PL-WRk_352_n032,Ein welsch tántzl (Welscher Tanz),38v
PL-WRk_352_n033,Madona Katharina (Madonna Katharina),39r
PL-WRk_352_n034,Preambulum (Präambulum),39v
PL-WRk_352_n035,Hofftantz (Hoftanz),39v-40r
PL-WRk_352_n036,Húpfaúff [Tripl] (Hupfauf),40v
PL-WRk_352_n037,Padúaner (Padoana),41r
PL-WRk_352_n038,Padúaner (Padoana),41v
PL-WRk_352_n039,Saltarelo (Saltarello),41v-42r
PL-WRk_352_n040,[untitled] ([untitled]),42r
PL-WRk_352_n041,[margin bottom: fragment] ([untitled: fragment]),42r
PL-WRk_352_n042,Passa meza (Passamezzo),42v
PL-WRk_352_n043,"Ein niderlendisch Triúm, poúr aúoir (Ein niederländisches Trium)",42v-43r
PL-WRk_352_n044,Cara Cassa (La Cara Cossa),43r
PL-WRk_352_n045,Padoana (Padoana),43v
PL-WRk_352_n046,Saltarello (Saltarello),43v-44r
PL-WRk_352_n047,Padoana (Padoana),44r
PL-WRk_352_n048,[untitled: fragment] ([untitled: fragment]),44r_4
PL-WRk_352_n049,Saltarella [Tripl] (Saltarello),44r_5
PL-WRk_352_n050,Passa mezo (Passamezzo),44v
PL-WRk_352_n051,[Passamezzo] [Tripl] (Passamezzo),44v
PL-WRk_352_n052,Melodia Carminum Horatij Mecenas Atauis etc. (Maecenas atavis),45r
PL-WRk_352_n053,[Der Ziegler in den Hecken] (Der Ziegler in den Hecken),45r
PL-WRk_352_n054,[Der Ziegler in den Hecken] [Tripl] (Der Ziegler in den Hecken),45r
PL-WRk_352_n055,Zart schóne fraw wo ist ewer Zúcht (Zarte schöne Frau),45v-46r
PL-WRk_352_n056,Kain goldt vnd Silber ich nie hab gsparth (Kein Gold und Silber ich nie habe gespart),46v-47r
PL-WRk_352_n057,Gaßenhaúer (Gassenhauer),47r
PL-WRk_352_n058,Recercare (Ricercare),47v-48r
PL-WRk_352_n059,fúlsa peiß mich nith (*Fulsa [?] beiß mich nicht),48r
PL-WRk_352_n060,[Calata] (Calata alla spagnola),48v
PL-WRk_352_n061,"Die prúnlein die da fließen, die sol man trincken (Die Brünnlein die da fliessen)",48v-50r
PL-WRk_352_n062,[Hoftanz: Bayerisch Bot] (Hoftanz),50v-51r
PL-WRk_352_n063,Húpffaúff Gredel [Tripl] (Hupfauf),51r-51v
PL-WRk_352_n064,[Pavana regina] (Pavana Regina),51v-52r
PL-WRk_352_n065,[Júdn Tantz] (Judentanz),52v
PL-WRk_352_n066,Júdn Tantz [Tripl] (Judentanz),52v-53r
PL-WRk_352_n067,[Gassenhaúer] (Gassenhauer),53r-53v
PL-WRk_352_n068,Der walde ist entlaúbeth (Der Wald ist entlaubt),53v-54r
PL-WRk_352_n069,[margin bottom: fragment] ([untitled: fragment]),54r
PL-WRk_352_n070,Mille regres (Mille regretz),54v-55v
PL-WRk_352_n071,Nachlewffel (Nachlauf),56r
PL-WRk_352_n072,Passa meza (Passamezzo),56r-57r
PL-WRk_352_n073,Padúana (Padoana),57v-58r
PL-WRk_352_n074,Saltarella [Tripl] (Saltarello),58r
PL-WRk_352_n075,Erwelt hab ich (Erwählt habe ich mir),58v-59r
PL-WRk_352_n076,Ich bin jr lange Zeit hold gwesn (Ich bin ihr lange Zeit hold gewesen),59v-60r
PL-WRk_352_n077,Nachléwffl (Nachlauf),60r
PL-WRk_352_n078,lm abzúg Paduaner (Padoana),60v-61r
PL-WRk_352_n079,Von edler arth (Von edler Art),61v-62v
PL-WRk_352_n080,La Cara Cossa (La Cara Cossa),63r
PL-WRk_352_n081,Recercare (Ricercare),63v-64r
PL-WRk_352_n082,Vil freúd nert mich zú aller stúndt (Viel Freude nährt mich zu aller Stunde),64v-65r
PL-WRk_352_n083,Tantzmas aúff ain Sprúngk (Tanzmaß auf einen Sprung),65r
PL-WRk_352_n084,Húpffaúff mein Endell [Tripl] (Hupfauf),65v
PL-WRk_352_n085,Tantz (Tanz),65v-66r
PL-WRk_352_n086,Húpffaúff Barbel (Hupfauf),66r
PL-WRk_352_n087,Rosina. Ein welsche Tantzmas (Rossina welscher Tanz),66v
PL-WRk_352_n088,Saltarella (Saltarello),67r
PL-WRk_352_n089,Lodosana (La lodisana [?]*),67v-68r
PL-WRk_352_n090,Tantz (Tanz),68r
PL-WRk_352_n091,Húpfaúff Pentz (Hupfauf),68r
PL-WRk_352_n092,Der Gúckgaúch hat sich zu todt gefallenn (Der Kuckuck hat sich zu Tod),68v
PL-WRk_352_n093,Ain Tantz mit Straichen (Tanz mit Streichen),68v-69r
PL-WRk_352_n094,Spring aúff mein hertziges Trúserln Vnd wúsch ain mal herúmb (Spring auf mein herziges Truserlin),69v
PL-WRk_352_n095,Galarda (Gallarda),70r
PL-WRk_352_n096,Vngrisch Tantzel (Ungarischer Tanz),70v
PL-WRk_352_n097,Hupfauff Koelbll (Hupfauf),70v
PL-WRk_352_n098,Cesta grant tort (Cest à grant tort),70v-71r
